Province,Year,Infrastructure Type,Passenger Volume (in million)
Tianjin,2009,Waterway,0.15
Tianjin,2008,Waterway,0.23
Tibet,2021,Waterway,0
Tibet,2020,Waterway,0
Tibet,2019,Waterway,0
Tibet,2018,Waterway,0
Tibet,2017,Waterway,0
Tibet,2016,Waterway,0
Tibet,2015,Waterway,0
Tibet,2014,Waterway,0
Tibet,2013,Waterway,0
Tibet,2012,Waterway,0
Tibet,2011,Waterway,0
Tibet,2010,Waterway,0
Tibet,2009,Waterway,0
Tibet,2008,Waterway,0
Xinjiang,2021,Waterway,0
Xinjiang,2020,Waterway,0
Xinjiang,2019,Waterway,0
Xinjiang,2018,Waterway,0
Xinjiang,2017,Waterway,0
Xinjiang,2016,Waterway,0
Xinjiang,2015,Waterway,0
Xinjiang,2014,Waterway,0
Xinjiang,2013,Waterway,0
Xinjiang,2012,Waterway,0
Xinjiang,2011,Waterway,0
Xinjiang,2010,Waterway,0
Xinjiang,2009,Waterway,0
Xinjiang,2008,Waterway,0
Yunnan,2021,Waterway,3.57
Yunnan,2020,Waterway,5.05
Yunnan,2019,Waterway,11.47
Yunnan,2018,Waterway,13.42
Yunnan,2017,Waterway,12.99
Yunnan,2016,Waterway,12.55
Yunnan,2015,Waterway,11.57
Yunnan,2014,Waterway,10.99
Yunnan,2013,Waterway,10.45
Yunnan,2012,Waterway,8.55
Yunnan,2011,Waterway,8.42
Yunnan,2010,Waterway,7.31
Yunnan,2009,Waterway,6.58
Yunnan,2008,Waterway,6.39
Zhejiang,2021,Waterway,38.46
Zhejiang,2020,Waterway,33.6
Zhejiang,2019,Waterway,47.85
Zhejiang,2018,Waterway,44.97
Zhejiang,2017,Waterway,42.84
Zhejiang,2016,Waterway,39.5
Zhejiang,2015,Waterway,38.41
Zhejiang,2014,Waterway,35.81
Zhejiang,2013,Waterway,31.11
Zhejiang,2012,Waterway,34.54
Zhejiang,2011,Waterway,34.66
Zhejiang,2010,Waterway,31.55
Zhejiang,2009,Waterway,36.8
Zhejiang,2008,Waterway,37.69
